Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,
3,0.335756580948701,0.0166754490026206,PHATRDRAFT_draft521,PHATRDRAFT_49229,PHATRDRAFT_42245,,,,,,,,
3,0.346561928557511,0.00912060351631037,PHATRDRAFT_draft521,PHATRDRAFT_48078,PHATRDRAFT_12331,,,,,,,,
3,0.346561928557565,0.00912060351632997,PHATRDRAFT_draft521,PHATRDRAFT_48078,PHATRDRAFT_5423,,,,,,,,
3,0.346561928557517,0.0091206035163296,PHATRDRAFT_draft521,PHATRDRAFT_47293,PHATRDRAFT_42245,,,,,,,,
3,0.346561928557509,0.00912060351629148,PHATRDRAFT_draft521,PHATRDRAFT_23913,PHATRDRAFT_5423,,,,,,,,
3,0.346561928557675,0.00912060351635218,PHATRDRAFT_draft521,PHATRDRAFT_12331,PHATRDRAFT_42245,,,,,,,,
3,0.346561928557565,0.00912060351632997,PHATRDRAFT_draft521,PHATRDRAFT_48078,PHATRDRAFT_47293,,,,,,,,
3,0.346561928557476,0.00912060351632454,PHATRDRAFT_draft521,PHATRDRAFT_23913,PHATRDRAFT_12331,,,,,,,,
3,0.346561928557506,0.00912060351631032,PHATRDRAFT_draft521,PHATRDRAFT_20310,PHATRDRAFT_47293,,,,,,,,
4,0.34656192855751,0.00912060351633981,PHATRDRAFT_draft521,PHATRDRAFT_45947,PHATRDRAFT_28068,PHATRDRAFT_38946,,,,,,,
4,0.34656192855751,0.00912060351633981,PHATRDRAFT_draft521,PHATRDRAFT_45947,PHATRDRAFT_28068,PHATRDRAFT_38085,,,,,,,
4,0.346561928557509,0.00912060351631023,PHATRDRAFT_draft521,PHATRDRAFT_25932,PHATRDRAFT_11014,PHATRDRAFT_47293,,,,,,,
6,0.309585227000918,0.0349738455373751,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_19708,PHATRDRAFT_42245,,,,,
7,0.309585227000931,0.0349738455373713,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_29016,PHATRDRAFT_28191,PHATRDRAFT_20310,,,,
7,0.309585227000917,0.0349738455373849,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_28191,PHATRDRAFT_42245,,,,
7,0.309585227000931,0.0349738455373744,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,Phatr3_EG02251,PHATRDRAFT_50742,PHATRDRAFT_19708,PHATRDRAFT_48078,,,,
8,0.194957862505442,0.0571968351807686,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_30519,PHATRDRAFT_27976,PHATRDRAFT_19708,PHATRDRAFT_23913,PHATRDRAFT_8990,,,
8,0.309585227000916,0.0349738455374177,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_draft1572,PHATRDRAFT_42245,PHATRDRAFT_8945,PHATRDRAFT_41686,,,
8,0.309585227000919,0.0349738455373653,PHATRDRAFT_30519,Phatr3_EG02261,PHATRDRAFT_8691,PHATRDRAFT_49339,PHATRDRAFT_50742,PHATRDRAFT_19708,PHATRDRAFT_25932,PHATRDRAFT_11014,,,
9,0.1949578625051,0.0571968351807207,PHATRDRAFT_30519,PHATRDRAFT_27976,Phatr3_EG02261,PHATRDRAFT_49339,PHATRDRAFT_40430,PHATRDRAFT_23913,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_54528,,
9,0.309585227000889,0.0349738455373807,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_30519,PHATRDRAFT_8691,PHATRDRAFT_50742,PHATRDRAFT_19708,PHATRDRAFT_42245,PHATRDRAFT_8990,,
11,0.354474842315738,0.00358807990369153,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_30519,PHATRDRAFT_27976,PHATRDRAFT_26290,PHATRDRAFT_29016,PHATRDRAFT_8990,PHATRDRAFT_8945,PHATRDRAFT_41686,PHATRDRAFT_51830
