Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.749906602611383,0.172130061999239,b3399,b2744,b3708,b3008,b0871,b0160,b0583,b0121,b1982,b2797,b3117,b1814,b4471,b4374,b0675,b2361,b2291,b0261,b0507,b3709,b3161,b0112,b2975,b0114,b3603,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b3821,b1473,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.745267279976908,0.171065173529558,b3553,b4382,b4384,b3708,b3008,b3752,b0871,b2407,b1982,b2797,b3117,b1814,b4471,b1033,b0261,b0507,b3709,b2406,b3161,b0112,b0452,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b1473,b0594,b1600,b4141,b1798,b3662,b0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.745267279976943,0.171065173535536,b4382,b4384,b3708,b3008,b0871,b0030,b2407,b0121,b1982,b2797,b3117,b1814,b4471,b0595,b0261,b0507,b3709,b2406,b3161,b0112,b0452,b2975,b0114,b3603,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b1473,b4141,b1798,b3662,b0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.749906602611394,0.172130061999878,b3399,b2744,b3708,b3008,b0871,b0160,b1982,b2797,b3117,b1814,b4471,b4374,b0675,b2361,b2291,b0261,b0507,b3709,b3161,b0112,b2975,b0114,b3603,b0886,b2366,b2492,b0904,b3035,b2578,b1533,b3927,b3821,b1473,b1600,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.749906602611353,0.172130061998873,b3399,b2744,b3708,b3008,b0871,b0160,b1238,b0120,b1982,b2797,b3117,b1814,b4471,b0675,b2361,b0261,b0507,b3709,b4381,b2406,b3161,b0112,b2975,b0114,b3603,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b3821,b1473,b0594,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.749906602611383,0.172130061997802,b3553,b3399,b2744,b3708,b3008,b0871,b0160,b0120,b1982,b2797,b3117,b1814,b4471,b1033,b4374,b0675,b2361,b2291,b0261,b3709,b3161,b0112,b0114,b0886,b0509,b3125,b1539,b2492,b0904,b2578,b1533,b3927,b3821,b1473,b0594,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.749906602611325,0.172130062000198,b3553,b4384,b3708,b3008,b0871,b0030,b2407,b1238,b0121,b1982,b2797,b3117,b1814,b4471,b1033,b0595,b0261,b0507,b3709,b4381,b2406,b3161,b0112,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b3825,b1473,b0494,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.749906602611409,0.172130062001555,b4382,b4384,b3708,b3008,b0871,b0030,b2407,b1982,b2797,b3117,b1814,b4471,b0596,b0261,b1701,b1805,b0507,b3709,b2406,b3161,b0112,b2975,b0114,b3603,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b2965,b0693,b1473,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.745267279976866,0.171065173529398,b2836,b3399,b2744,b3708,b3008,b0871,b0160,b1982,b2797,b3117,b1814,b4471,b0596,b4374,b0675,b2361,b2291,b0261,b0507,b3709,b3161,b0112,b2975,b0114,b3603,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b1473,b1600,b4141,b1798,b0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.745267279976868,0.171065173529638,b3553,b4384,b3708,b3008,b3752,b0871,b2407,b1238,b0583,b0121,b1982,b2797,b3117,b1814,b4471,b1033,b0261,b0507,b3709,b4381,b2406,b3161,b0112,b0452,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b1473,b4141,b1798,b3662,b0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.745267279976861,0.171065173527671,b2836,b3553,b3399,b2744,b3708,b3008,b0871,b0160,b0583,b0120,b1982,b2797,b3117,b1814,b4471,b1033,b4374,b0675,b2361,b2291,b0261,b0507,b3709,b3161,b0112,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b1473,b4141,b1798,b0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.745267279976894,0.17106517353051,b3553,b4382,b4384,b3708,b3008,b0871,b0030,b2407,b0583,b1982,b2797,b3117,b1814,b4471,b1033,b0261,b3709,b2406,b3161,b0112,b0452,b0114,b0886,b0509,b3125,b2366,b2492,b0904,b2578,b1533,b3927,b1473,b1600,b4141,b1798,b3662,b0221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.745267279976861,0.171065173528538,b2836,b3553,b4384,b3708,b3008,b0871,b0030,b2407,b1238,b1982,b2797,b3117,b1814,b4471,b1033,b0261,b0507,b3709,b4381,b2406,b3161,b0112,b0114,b0886,b2366,b2492,b0904,b3035,b2578,b1533,b3927,b1473,b0494,b1600,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.749906602611389,0.172130061999559,b3553,b4384,b3708,b3008,b3752,b0871,b2407,b1238,b1982,b2797,b3117,b1814,b4471,b1033,b0261,b3709,b4381,b2406,b3161,b0112,b0114,b0886,b0509,b3125,b1539,b2492,b0904,b2578,b1533,b3927,b3821,b1473,b0594,b1600,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.348503335272062,1.04285441040326,b4382,b1241,b0351,b4069,b4384,b3708,b3752,b2297,b2458,b3617,b2407,b1982,b2797,b3117,b1814,b4471,b0595,b4014,b0261,b2976,b0507,b3709,b2406,b3161,b0112,b2975,b0114,b3603,b2366,b2492,b0904,b1533,b3825,b1473,b0494,b4141,b1798,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
