Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,
17,0.32345963414538,0.0353824598998772,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_800,PHATRDRAFT_48414,Phatr3_EG02232,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_3046,Phatr3_EG02251,PHATRDRAFT_50742,PHATRDRAFT_19708,PHATRDRAFT_55069,Phatr3_EG02569,PHATRDRAFT_39772,PHATRDRAFT_50804,PHATRDRAFT_15536,PHATRDRAFT_36390,,,,,,,
18,0.323459634145491,0.0353824598998245,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_800,Phatr3_EG02215,PHATRDRAFT_22913,PHATRDRAFT_55079,PHATRDRAFT_draft1186,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_3046,PHATRDRAFT_34120,PHATRDRAFT_38509,PHATRDRAFT_19708,PHATRDRAFT_42458,PHATRDRAFT_21868,PHATRDRAFT_48078,PHATRDRAFT_35566,PHATRDRAFT_15536,,,,,,
18,0.32345963414526,0.035382459899893,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_800,Phatr3_EG02232,PHATRDRAFT_49372,PHATRDRAFT_3046,PHATRDRAFT_34120,PHATRDRAFT_38509,PHATRDRAFT_draft1572,PHATRDRAFT_19708,PHATRDRAFT_42458,PHATRDRAFT_50097,PHATRDRAFT_21868,PHATRDRAFT_20310,PHATRDRAFT_22117,PHATRDRAFT_50804,PHATRDRAFT_15536,PHATRDRAFT_44384,,,,,,
18,0.323459634145271,0.0353824599011143,PHATRDRAFT_10257,PHATRDRAFT_draft870,PHATRDRAFT_10073,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_800,Phatr3_EG02232,PHATRDRAFT_draft1186,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_3046,Phatr3_EG02251,PHATRDRAFT_50742,PHATRDRAFT_19708,PHATRDRAFT_23913,PHATRDRAFT_22117,PHATRDRAFT_39772,Phatr3_EG02527,,,,,,
18,0.323459634145492,0.0353824599004754,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_800,PHATRDRAFT_42015,PHATRDRAFT_48414,PHATRDRAFT_22913,PHATRDRAFT_55079,PHATRDRAFT_draft1186,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_3046,PHATRDRAFT_8691,PHATRDRAFT_19244,PHATRDRAFT_19708,PHATRDRAFT_48078,Phatr3_EG02569,PHATRDRAFT_39772,PHATRDRAFT_15536,,,,,,
18,0.323459634145407,0.0353824598999865,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_800,Phatr3_EG02232,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_3046,PHATRDRAFT_34120,PHATRDRAFT_draft1572,PHATRDRAFT_19708,PHATRDRAFT_42458,PHATRDRAFT_22803,PHATRDRAFT_35566,PHATRDRAFT_39772,Phatr3_EG02527,PHATRDRAFT_50804,PHATRDRAFT_15536,PHATRDRAFT_44384,,,,,,
18,0.323459634145269,0.0353824599000497,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_800,Phatr3_EG02215,Phatr3_EG02232,Phatr3_EG02044,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_3046,PHATRDRAFT_8691,PHATRDRAFT_19244,PHATRDRAFT_draft1572,PHATRDRAFT_19708,PHATRDRAFT_19979,PHATRDRAFT_22117,PHATRDRAFT_39772,PHATRDRAFT_50804,PHATRDRAFT_15536,,,,,,
19,0.161562367083551,0.0899414283343349,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_800,PHATRDRAFT_49229,Phatr3_EG02232,Phatr3_EG02044,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_48983,PHATRDRAFT_3046,PHATRDRAFT_40430,PHATRDRAFT_28191,PHATRDRAFT_50742,Phatr3_EG02569,PHATRDRAFT_39772,PHATRDRAFT_31436,PHATRDRAFT_50804,PHATRDRAFT_15536,PHATRDRAFT_51245,,,,,
19,0.298593236506828,0.0597228622894958,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_800,PHATRDRAFT_49229,PHATRDRAFT_22913,PHATRDRAFT_55079,Phatr3_EG02044,PHATRDRAFT_draft1186,PHATRDRAFT_3046,PHATRDRAFT_34120,PHATRDRAFT_19244,PHATRDRAFT_29702,PHATRDRAFT_19708,PHATRDRAFT_859,Phatr3_EG02569,PHATRDRAFT_42245,PHATRDRAFT_45428,PHATRDRAFT_15536,PHATRDRAFT_23365,,,,,
19,0.323459634145489,0.035382459900462,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_800,PHATRDRAFT_49112,Phatr3_EG02232,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_3046,PHATRDRAFT_19244,PHATRDRAFT_38509,PHATRDRAFT_50742,PHATRDRAFT_19708,PHATRDRAFT_41063,PHATRDRAFT_33839,PHATRDRAFT_21868,PHATRDRAFT_35566,PHATRDRAFT_50804,PHATRDRAFT_51970,PHATRDRAFT_15536,,,,,
19,0.323459634145269,0.0353824599000059,PHATRDRAFT_42398,PHATRDRAFT_54834,PHATRDRAFT_800,PHATRDRAFT_48414,Phatr3_EG02232,PHATRDRAFT_49372,PHATRDRAFT_3046,PHATRDRAFT_29702,PHATRDRAFT_50742,PHATRDRAFT_19708,PHATRDRAFT_41063,PHATRDRAFT_33839,PHATRDRAFT_42458,PHATRDRAFT_50097,PHATRDRAFT_19979,PHATRDRAFT_22117,PHATRDRAFT_50804,PHATRDRAFT_15536,PHATRDRAFT_44384,,,,,
